chr7 	5531304.0 	5538758.0 	ACTB
chr5 	1.120691E8 	1.12211835E8 	APC
chr19 	4.7077106E7 	4.7105444E7 	ARHGEF1
chr1 	2.6893108E7 	2.6983188E7 	ARID1A
chr6 	1.57138755E8 	1.57575605E8 	ARID1B
chr11 	1.07596768E8 	1.07747036E8 	ATM
chr15 	2.3472952E7 	2.3661442E7 	ATP10A
chr3 	1.94600559E8 	1.9475739E8 	ATP13A4
chrX 	1.53308171E8 	1.53320057E8 	ATP6AP1
chrX 	4.0323159E7 	4.0352832E7 	ATP6AP2
chr17 	3.7862387E7 	3.7930123E7 	ATP6V0A1
chr16 	2501727.0 	2512225.0 	ATP6V0C
chr16 	6.6027417E7 	6.607459E7 	ATP6V0D1
chr3 	1.14946555E8 	1.15015595E8 	ATP6V1A
chr8 	2.0096983E7 	2.0125487E7 	ATP6V1B2
chr7 	1.28288092E8 	1.28295139E8 	ATP6V1F
chrX 	7.6645011E7 	7.6930411E7 	ATRX
chr15 	4.2788976E7 	4.2799649E7 	B2M
chr1 	8.5502047E7 	8.5517175E7 	BCL10
chr18 	5.8939558E7 	5.9139593E7 	BCL2
chr3 	1.88919858E8 	1.88948207E8 	BCL6
chr12 	1.20942243E8 	1.20986333E8 	BCL7A
chrX 	3.9793442E7 	3.9923526E7 	BCOR
chr22 	2.1850551E7 	2.1992224E7 	BCR
chr19 	1.52073E7 	1.5254262E7 	BRD4
chr12 	9.1056184E7 	9.1065804E7 	BTG1
chr1 	2.01539286E8 	2.01547352E8 	BTG2
chr7 	2910235.0 	3052105.0 	CARD11
chr6 	4.2008648E7 	4.212661E7 	CCND3
chr19 	4.0509911E7 	4.0532104E7 	CD22
chr7 	8.0067439E7 	8.014367E7 	CD36
chr1 	1.16856678E8 	1.16917238E8 	CD58
chr19 	6534849.0 	6544163.0 	CD70
chr5 	1.49759392E8 	1.49774692E8 	CD74
chr19 	4.7071029E7 	4.7079279E7 	CD79A
chr17 	5.9357829E7 	5.9365436E7 	CD79B
chr6 	1.4223465E7 	1.4247127E7 	CD83
chr9 	2.195575E7 	2.198649E7 	CDKN2A
chr9 	2.1990901E7 	2.2001312E7 	CDKN2B
chr16 	1.0876555E7 	1.0928341E7 	CIITA
chr16 	3713056.0 	3872122.0 	CREBBP
chr4 	1373339.0 	1381782.0 	CRIPAK
chr2 	1.36586388E8 	1.36594195E8 	CXCR4
chr12 	1.11978044E8 	1.12022216E8 	DTX1
chr2 	9.6170634E7 	9.6176906E7 	DUSP2
chr5 	1.580535E8 	1.58461366E8 	EBF1
chr6 	7.4280193E7 	7.4289476E7 	EEF1A1
chr22 	3.9816559E7 	3.9908027E7 	EP300
chr6 	9.4004458E7 	9.4188021E7 	EPHA7
chr11 	1.27831865E8 	1.27964663E8 	ETS1
chr7 	1.389538E7 	1.3999575E7 	ETV1
chr12 	1.1692054E7 	1.1941592E7 	ETV6
chr7 	1.48133396E8 	1.48214374E8 	EZH2
chr10 	9.0738267E7 	9.0767522E7 	FAS
chr5 	1.50861845E8 	1.50930698E8 	FAT2
chr4 	1.26455016E8 	1.26635537E8 	FAT4
chr2 	4.7885562E7 	4.7988436E7 	FBXO11
chr4 	1.53459859E8 	1.53677635E8 	FBXW7
chr13 	4.00258E7 	4.0140734E7 	FOXO1
chr3 	7.1084554E7 	7.171783E7 	FOXP1
chr7 	2732266.0 	2852485.0 	GNA12
chr17 	6.0433868E7 	6.0485382E7 	GNA13
chr3 	5.0237123E7 	5.027379E7 	GNAI2
chr12 	4.6460773E7 	4.650203E7 	HDAC7
chr6 	2.7940548E7 	2.7945338E7 	HIST1H1B
chr6 	2.6161946E7 	2.6166678E7 	HIST1H1C
chr6 	2.6340418E7 	2.6345195E7 	HIST1H1D
chr6 	2.6262537E7 	2.6267322E7 	HIST1H1E
chr6 	2.6230351E7 	2.6234897E7 	HIST1H2AC
chr6 	2.6323126E7 	2.632769E7 	HIST1H2AE
chr6 	2.7206795E7 	2.7211293E7 	HIST1H2AG
chr6 	2.7939085E7 	2.7943555E7 	HIST1H2AL
chr6 	2.7966455E7 	2.7970942E7 	HIST1H2AM
chr6 	2.6229673E7 	2.6234111E7 	HIST1H2BC
chr6 	2.6264327E7 	2.6281555E7 	HIST1H2BD
chr6 	2.6322407E7 	2.6326851E7 	HIST1H2BG
chr6 	2.7206073E7 	2.7210554E7 	HIST1H2BJ
chr6 	2.721205E7 	2.7224616E7 	HIST1H2BK
chr6 	2.7967181E7 	2.7971648E7 	HIST1H2BO
chr6 	2.6137795E7 	2.6142267E7 	HIST1H3B
chr6 	2.6151617E7 	2.6156076E7 	HIST1H3C
chr6 	2.6377124E7 	2.6381591E7 	HIST1H3G
chr6 	2.788382E7 	2.7888293E7 	HIST1H3H
chr1 	2.3755007E7 	2.3760872E7 	ID3
chr17 	3.5165493E7 	3.5275967E7 	IKZF3
chr6 	334738.0 	358443.0 	IRF4
chr16 	8.4488274E7 	8.4515712E7 	IRF8
chr1 	2.24884013E8 	2.24995499E8 	ITPKB
chr12 	1.20349281E8 	1.20505303E8 	KDM2B
chr18 	2.8504631E7 	2.8608972E7 	KLHL14
chr3 	1.84686012E8 	1.84758193E8 	KLHL6
chr7 	1.10516297E8 	1.10554745E8 	LRRN3
chr8 	5.6952939E7 	5.708956E7 	LYN
chr1 	2.33888953E8 	2.3409885E8 	LYST
chr18 	5.4487597E7 	5.4570351E7 	MALT1
chr15 	6.4464264E7 	6.4572936E7 	MAP2K1
chr1 	1.4881165E8 	1.48820838E8 	MCL1
chr19 	1.9115375E7 	1.9144098E7 	MEF2B
chr5 	8.8047813E7 	8.8237678E7 	MEF2C
