chr1	0	54000	-0.043065072
chr1	54000	108000	-0.167333308
chr1	108000	162000	0.08703096
chr1	162000	216000	-0.491220546
chr1	216000	270000	0.090158335
chr1	270000	324000	0.167973682
chr1	324000	378000	-0.049907305
chr1	378000	432000	-0.228652254
chr1	432000	486000	0.045823314
chr1	486000	540000	0.133889149
chr1	540000	594000	0.084170339
chr1	594000	648000	0.088517002
chr1	648000	702000	0.083992482
chr1	702000	756000	-0.154895547
chr1	756000	810000	0.013621869
chr1	810000	864000	0.07651527
chr1	864000	918000	0.010763947
chr1	918000	972000	0.138234655
chr1	972000	1026000	0.07583052
chr1	1026000	1080000	0.050342476
chr1	1080000	1134000	0.120569712
chr1	1134000	1188000	0.106551383
chr1	1188000	1242000	0.049276437
chr1	1242000	1296000	0.135544666
chr1	1296000	1350000	-0.023762299
chr1	1350000	1404000	-0.159728966
chr1	1404000	1458000	-0.030992298
chr1	1458000	1512000	0.06849153
chr1	1512000	1566000	0.070320038
chr1	1566000	1620000	0.054644136
chr1	1620000	1674000	0.022647882
chr1	1674000	1728000	0.08982784
chr1	1728000	1782000	0.016516681
chr1	1782000	1836000	0.022837267
chr1	1836000	1890000	-0.151117503
chr1	1890000	1944000	0.021534265
chr1	1944000	1998000	0.138488128
chr1	1998000	2052000	-0.095377792
chr1	2052000	2106000	-0.067384929
chr1	2106000	2160000	0.090229586
chr1	2160000	2214000	0.175127762
chr1	2214000	2268000	0.008461182
chr1	2268000	2322000	0.047433787
chr1	2322000	2376000	0.117867929
chr1	2376000	2430000	0.076835019
chr1	2430000	2484000	-0.170174685
chr1	2484000	2538000	0.08144932
chr1	2538000	2592000	0.069556456
chr1	2592000	2646000	0.09854786
chr1	2646000	2700000	-0.248508551
chr1	2700000	2754000	0.225508333
chr1	2754000	2808000	0.047308693
chr1	2808000	2862000	0.120627215
chr1	2862000	2916000	0.026537272
chr1	2916000	2970000	0.038982208
chr1	2970000	3024000	0.095532841
chr1	3024000	3078000	0.02796675
chr1	3078000	3132000	0.034040818
chr1	3132000	3186000	0.095126326
chr1	3186000	3240000	-0.168921324
chr1	3240000	3294000	0.049976258
chr1	3294000	3348000	0.117362422
chr1	3348000	3402000	0.173861469
chr1	3402000	3456000	0.083600761
chr1	3456000	3510000	0.06561876
chr1	3510000	3564000	-0.021875181
chr1	3564000	3618000	0.04558669
chr1	3618000	3672000	-0.07664822
chr1	3672000	3726000	-0.070917402
chr1	3726000	3780000	-0.144127232
chr1	3780000	3834000	-0.125306814
chr1	3834000	3888000	-0.500873512
chr1	3888000	3942000	-0.112237896
chr1	3942000	3996000	-0.112237896
chr1	3996000	4050000	0.045138843
chr1	4050000	4104000	-0.121404003
chr1	4104000	4158000	-0.060496296
chr1	4158000	4212000	0.076188443
chr1	4212000	4266000	0.091594955
chr1	4266000	4320000	-0.266052237
chr1	4320000	4374000	0.035337037
chr1	4374000	4428000	0.060837087
chr1	4428000	4482000	0.131248673
chr1	4482000	4536000	0.065053903
chr1	4536000	4590000	0.069385772
chr1	4590000	4644000	0.046335252
chr1	4644000	4698000	0.119300455
chr1	4698000	4752000	0.04579236
chr1	4752000	4806000	0.088090342
chr1	4806000	4860000	0.029487304
chr1	4860000	4914000	0.014455938
chr1	4914000	4968000	0.017516419
chr1	4968000	5022000	-0.072368835
chr1	5022000	5076000	0.004501218
chr1	5076000	5130000	-0.130886421
chr1	5130000	5184000	-0.106038403
chr1	5184000	5238000	-0.257579634
chr1	5238000	5292000	-0.051683945
chr1	5292000	5346000	0.078470335
chr1	5346000	5400000	0.032382247
chr1	5400000	5454000	0.008807689
chr1	5454000	5508000	0.176053409
chr1	5508000	5562000	0.12923885
chr1	5562000	5616000	0.014642961
chr1	5616000	5670000	0.067841408
chr1	5670000	5724000	-0.049034798
chr1	5724000	5778000	0.090181393
chr1	5778000	5832000	0.028030031
chr1	5832000	5886000	-0.021815958
chr1	5886000	5940000	0.095986183
chr1	5940000	5994000	0.0959928
chr1	5994000	6048000	0.071279848
chr1	6048000	6102000	-0.218425662
chr1	6102000	6156000	-0.185868716
chr1	6156000	6210000	0.035754872
chr1	6210000	6264000	0.119834605
chr1	6264000	6318000	-0.156769549
chr1	6318000	6372000	0.064643001
chr1	6372000	6426000	0.044913354
chr1	6426000	6480000	0.000798863
chr1	6480000	6534000	0.059819199
chr1	6534000	6588000	0.153316153
chr1	6588000	6642000	-0.184306223
chr1	6642000	6696000	-0.132684572
chr1	6696000	6750000	0.005083057
chr1	6750000	6804000	-0.02094855
chr1	6804000	6858000	-0.091763322
chr1	6858000	6912000	0.024634609
chr1	6912000	6966000	-0.00380446
chr1	6966000	7020000	0.10268532
chr1	7020000	7074000	0.091714947
chr1	7074000	7128000	0.038114872
chr1	7128000	7182000	0.044273599
chr1	7182000	7236000	0.008775912
chr1	7236000	7290000	-0.224396164
chr1	7290000	7344000	0.033126144
chr1	7344000	7398000	-0.041601125
chr1	7398000	7452000	-0.237965372
chr1	7452000	7506000	0.064174336
chr1	7506000	7560000	-0.097987851
chr1	7560000	7614000	0.118575468
chr1	7614000	7668000	0.085018057
chr1	7668000	7722000	0.014136112
chr1	7722000	7776000	-0.079442457
chr1	7776000	7830000	0.015817566
chr1	7830000	7884000	0.045713805
chr1	7884000	7938000	-0.044872821
chr1	7938000	7992000	0.003329093
chr1	7992000	8046000	0.030464896
chr1	8046000	8100000	0.066354621
chr1	8100000	8154000	0.062078861
chr1	8154000	8208000	0.067467338
chr1	8208000	8262000	0.027453999
chr1	8262000	8316000	0.144468026
chr1	8316000	8370000	0.085105425
chr1	8370000	8424000	0.045763106
chr1	8424000	8478000	0.087197724
chr1	8478000	8532000	-0.021486259
